cell_type_test,predicted.id,n_cells,median.prediction.score,id_datExpr_test,id_datExpr_ref,cell_type_test_n_cells_total
DEGLU5,Nonneuronal_13,1,0.400254809718136,mousebrain,mikkelsen2019,426
DEINH3,Nonneuronal_4,280,0.220948369043884,mousebrain,mikkelsen2019,323
DEINH3,Glut_8,43,0.194893129971004,mousebrain,mikkelsen2019,323
HBGLU2,Glut_8,133,0.205470499175779,mousebrain,mikkelsen2019,200
HBGLU2,Nonneuronal_4,63,0.238098648825212,mousebrain,mikkelsen2019,200
HBGLU2,Nonneuronal_13,3,0.597288678778932,mousebrain,mikkelsen2019,200
HBGLU2,Nonneuronal_8,1,0.432208779453953,mousebrain,mikkelsen2019,200
HBGLU5,Nonneuronal_4,113,0.232010677383848,mousebrain,mikkelsen2019,130
HBGLU5,Glut_8,13,0.199367066061975,mousebrain,mikkelsen2019,130
HBGLU5,Nonneuronal_13,3,0.414250565649137,mousebrain,mikkelsen2019,130
HBGLU5,Nonneuronal_7,1,0.744657774079817,mousebrain,mikkelsen2019,130
HBINH8,Nonneuronal_4,10,0.206979929027025,mousebrain,mikkelsen2019,11
HBINH8,Glut_8,1,0.183426795921577,mousebrain,mikkelsen2019,11
HBSER5,Glut_8,58,0.214898139252962,mousebrain,mikkelsen2019,64
HBSER5,Glut_10,3,0.230662772504674,mousebrain,mikkelsen2019,64
HBSER5,Nonneuronal_1,2,0.214759819262069,mousebrain,mikkelsen2019,64
HBSER5,Nonneuronal_2,1,0.216080490036268,mousebrain,mikkelsen2019,64
MEGLU1,Nonneuronal_4,167,0.215105994795085,mousebrain,mikkelsen2019,263
MEGLU1,Glut_8,93,0.199015671734204,mousebrain,mikkelsen2019,263
MEGLU1,Glut_10,2,0.210443825365747,mousebrain,mikkelsen2019,263
MEGLU1,Nonneuronal_1,1,0.29577120284936,mousebrain,mikkelsen2019,263
MEGLU10,Glut_8,242,0.198702156080563,mousebrain,mikkelsen2019,419
MEGLU10,Nonneuronal_4,128,0.223180005497693,mousebrain,mikkelsen2019,419
MEGLU10,Glut_10,45,0.203941719905803,mousebrain,mikkelsen2019,419
MEGLU10,Nonneuronal_13,3,0.726862603214427,mousebrain,mikkelsen2019,419
MEGLU10,Nonneuronal_10,1,0.195287474587938,mousebrain,mikkelsen2019,419
MEGLU11,Nonneuronal_4,156,0.20912801430408,mousebrain,mikkelsen2019,249
MEGLU11,Glut_8,91,0.192029447572327,mousebrain,mikkelsen2019,249
MEGLU11,Glut_10,2,0.19509597032125,mousebrain,mikkelsen2019,249
MEGLU2,Glut_8,226,0.202326611290845,mousebrain,mikkelsen2019,336
MEGLU2,Nonneuronal_4,87,0.241151791935488,mousebrain,mikkelsen2019,336
MEGLU2,Glut_10,22,0.209079470575733,mousebrain,mikkelsen2019,336
MEGLU2,Nonneuronal_13,1,0.245715907864254,mousebrain,mikkelsen2019,336
MEGLU3,Glut_8,76,0.203786835101944,mousebrain,mikkelsen2019,137
MEGLU3,Nonneuronal_4,47,0.239521062132413,mousebrain,mikkelsen2019,137
MEGLU3,Glut_10,14,0.208840550813497,mousebrain,mikkelsen2019,137
MEGLU7,Nonneuronal_4,127,0.238523424384087,mousebrain,mikkelsen2019,138
MEGLU7,Glut_8,11,0.189499805196065,mousebrain,mikkelsen2019,138
MEINH2,Nonneuronal_4,390,0.21934806228167,mousebrain,mikkelsen2019,461
MEINH2,Glut_8,66,0.194174164052451,mousebrain,mikkelsen2019,461
MEINH2,Nonneuronal_13,2,0.813280350385905,mousebrain,mikkelsen2019,461
MEINH2,Glut_10,1,0.195946116037938,mousebrain,mikkelsen2019,461
MEINH2,Nonneuronal_7,1,0.747927362392874,mousebrain,mikkelsen2019,461
MEINH2,Nonneuronal_1,1,0.235306185442915,mousebrain,mikkelsen2019,461
MEINH3,Glut_8,134,0.198177885637029,mousebrain,mikkelsen2019,258
MEINH3,Nonneuronal_4,120,0.215199067995794,mousebrain,mikkelsen2019,258
MEINH3,Glut_10,3,0.203279712693868,mousebrain,mikkelsen2019,258
MEINH3,Nonneuronal_13,1,0.467895390431427,mousebrain,mikkelsen2019,258
TEGLU17,Nonneuronal_4,595,0.220327067989605,mousebrain,mikkelsen2019,784
TEGLU17,Glut_8,177,0.191875406692568,mousebrain,mikkelsen2019,784
TEGLU17,Glut_10,12,0.196235503390972,mousebrain,mikkelsen2019,784
TEGLU19,Nonneuronal_4,60,0.21640409617065,mousebrain,mikkelsen2019,89
TEGLU19,Glut_8,28,0.193201505175562,mousebrain,mikkelsen2019,89
TEGLU19,Glut_10,1,0.198931314820604,mousebrain,mikkelsen2019,89
TEGLU21,Nonneuronal_4,67,0.20213370176714,mousebrain,mikkelsen2019,104
TEGLU21,Glut_8,36,0.193302744069697,mousebrain,mikkelsen2019,104
TEGLU21,Glut_10,1,0.188284360408587,mousebrain,mikkelsen2019,104
TEGLU23,Nonneuronal_4,307,0.217330048601834,mousebrain,mikkelsen2019,484
TEGLU23,Glut_8,148,0.195427941089427,mousebrain,mikkelsen2019,484
TEGLU23,Glut_10,29,0.206378715842817,mousebrain,mikkelsen2019,484
TEGLU4,Nonneuronal_4,636,0.244712520247181,mousebrain,mikkelsen2019,664
TEGLU4,Glut_8,27,0.18747369730687,mousebrain,mikkelsen2019,664
TEGLU4,Nonneuronal_13,1,0.310537763780755,mousebrain,mikkelsen2019,664
TEINH1,Nonneuronal_4,450,0.229419061091871,mousebrain,mikkelsen2019,576
TEINH1,Glut_8,99,0.196481599981308,mousebrain,mikkelsen2019,576
TEINH1,Glut_10,27,0.212995212074787,mousebrain,mikkelsen2019,576
TEINH12,Nonneuronal_4,139,0.210365576426762,mousebrain,mikkelsen2019,280
TEINH12,Glut_8,119,0.20195838881997,mousebrain,mikkelsen2019,280
TEINH12,Glut_10,22,0.206464446526057,mousebrain,mikkelsen2019,280
